75;Základná škola Dr. J. Dérera;Ul. gen. M. R. Štefánika 7;Malacky;901 01;None;;;;;;;;
76;Základná škola s materskou školou Tajovského 2;Tajovského 2;Badín;976 32;35677813;35677813;Základná škola s MŠ;ZTajo2BB;Tajovského 2;Badín;97632;zsbadin@zsbadin.edu.sk;601
77;Základná škola ul. S. Tomášika 1;ul. S. Tomášika 1;Martin;036 01;652687;652687;KZŠ s MŠ A. Bernoláka;KUlST1MT;Ul. S. Tomášika 1;Martin;03601;skola@bernolaka.sk;506
78;Gymnázium Trebišovská 12;Trebišovská 12;Košice;04011;398900;398900;Gymnázium;GTre12KE;Trebišovská 12;Košice-Západ;04011;skola@gt12.sk;803
79;Súkromná základná škola Znievska 2;Znievska 2;Bratislava;851 06;None;;;;;;;;
80;Základná škola Bernolákova 16;Bernolákova 16;Košice;04011;35543019;35543019;Základná škola;ZBer16KE;Bernolákova 16;Košice-Západ;04011;zsberke@centrum.sk;803
83;Základná škola Park Angelinum 8;Park Angelinum 8;Košice;04001;35540478;35540478;Základná škola;ZPark8KE;Park Angelinum 8;Košice-Staré Mesto;04001;zspa@zspa.sk;802
84;Základná škola Sokolíkova 2;Sokolíkova 2;Bratislava;841 01;36071021;36071021;Základná škola;ZSoko2BA;Sokolíkova 2;Bratislava-Dúbravka;84101;tajomnicka@zssokolikova.sk;104
85;Základná škola Klčové 87;Klčové 87;Nové Mesto nad Váhom;915 01;710262191;710262191;ZŠ Spoj.šk.sv. Jozefa;ZKlc87NM;Klčové 87;Nové Mesto nad Váhom;91501;ssjozefnm@gmail.com;304
86;Základná škola Tribečská 22;Tribečská 22;Topoľčany;955 01;37860721;37860721;Základná škola;ZTri22TO;Tribečská 1653/22;Topoľčany;95501;zstribecskatopolcany@gmail.com;406
88;Základná škola J. Švermu;Štefánikova 31;Humenné;066 01;37874071;37874071;Základná škola;ZSte31HE;Štefánikova 31;Humenné;06601;zsjanasvermu@gmail.com;702
89;Gymnázium a základná škola sv. Mikuláša;Duklianska 16;Prešov;080 01;None;;;;;;;;
90;Základná škola Tomášikova 31 ;Tomášikova 31;Košice;040 01;35540613;35540613;Základná škola;ZTom31KE;Tomášikova 31;Košice-Sever;04001;zstomke31@gmail.com;802
91;Základná škola Hviezdoslavova 1;Hviezdoslavova 1;Lipany;082 71;37876813;37876813;Základná škola;ZHvie1SB;Hviezdoslavova 1;Lipany;08271;zshviezdoslavova@gmail.com;708
93;Základna škola s materskou školu Jána Ámosa Komenskeho;Hubeného 25;Bratislava;831 53;31810497;31810497;Základná škola s MŠ;ZHub25BA;Hubeného 25;Bratislava-Rača;83153;kizivatova@zskomenskehoba.sk;103
95;Základná škola Komenského 6 Spišské Vlachy;Komenského 6;Spišské Vlachy;053 61;None;;;;;;;;
97;Gymnázium Grösslingová 18;Grösslingová 18;Bratislava;811 09;17337101;17337101;Gymnázium;GamcaBA;Grösslingová 18;Bratislava-Staré Mesto;81109;tajomnicka@gamca.sk;101
98;Základná škola Dubová 1;Dubová 1;Bratislava;811 04;52604519;52604519;Základná škola s MŠ;ZDubo1BA;Dubová 1;Bratislava-Staré Mesto;81104;zsdubova@stonline.sk;101
100;Základná škola Radovana Kaufmana;Nádražná 31;Partizánske;958 01;None;;;;;;;;
101;Základná škola Požiarnická 3;Požiarnická 3;Košice;040 01;31263097;31263097;Základná škola;ZPozi3KE;Požiarnická 3;Košice-Juh;04001;zs.poziarnicka@gmail.com;805
102;Základná škola Trieda SNP 20;Trieda SNP 20;Banská Bystrica;974 01;35677767;35677767;Základná škola;ZTri20BB;Trieda SNP 20;Banská Bystrica;97447;zs.snp20@stonline.sk;601
105;Základná škola s materskou školou Školská 3;Školská 3;Pavlovce nad Uhom;072 14;35543825;35543825;Základná škola s MŠ;ZSkol3MI;Školská 3;Pavlovce nad Uhom;07214;zspavlovceuh@zspavlovceuh.sk;807
106;Základná škola Belehradská 21;Belehradská 21;Košice;040 13;35540559;35540559;Základná škola;ZBel21KE;Belehradská 21;Košice-Sídlisko Ťahanovce;04013;zsbelehradska@centrum.sk;802
107;Zakládná škola Laborecká 66;Laborecká 66;Humenné;066 01;37874101;37874101;Základná škola;ZLab66HE;Laborecká 66;Humenné;06601;zslabhe@zslabhe.sk;702
108;Základná škola Tomášikova 31;Tomášikova 31;Košice;04001;35540613;35540613;Základná škola;ZTom31KE;Tomášikova 31;Košice-Sever;04001;zstomke31@gmail.com;802
109;Základná škola Laca Novomeského ;Námestie Laca Novomeského 2;Košice;04001;None;;;;;;;;
110;Základná škola Fábryho 44;Fábryho;Košice;04022;35546859;35546859;Základná škola;ZFab44KE;Fábryho 44;Košice-Dargovských hrdino;04022;fabryho@zsfabke.sk;804
111;Gymnázium Park mládeže 5;Park mládeže 5;Košice;040 01;35531754;35531754;Gymnázium;GPark5KE;Park mládeže 5;Košice-Sever;04001;skola@gpm.sk;802
112;Základná škola Družicová 4;Družicová 4;Košice;040 12;31263127;31263127;Základná škola;ZDruz4KE;Družicová 4;Košice-Nad jazerom;04012;zsdruzicova4@szdruzicova4.sk;805
113;Zakladná škola Trebišovská 10;Trebišovská 10;Košice;040 11;35546123;35546123;Základná škola;ZTre10KE;Trebišovská 10;Košice-Západ;04011;zstrebke@gmail.com;803
114;Základná škola Levočská 11;Levočská 11;Spišská Nová Ves;052 01;35546051;35546051;Základná škola;ZLev11SN;Levočská 11;Spišská Nová Ves;05201;levocska11@gmail.com;810
116;Základná škola s materskou školou Hôrky;Hôrky 200;Hôrky;010 04;37814508;37814508;Základná škola s MŠ;ZHo200ZA;Hôrky 200;Hôrky;01004;riaditel.zshorky@gmail.com;511
117;Gymnázium Augusta Horislava Škultétyho;Školská 21;Veľký Krtíš;990 01;160709;160709;Gymnázium A.H.Š.;GSko21VK;Školská 21;Veľký Krtíš;99001;gymvk@svsbb.sk;610
118;Základná škola Za vodou 14;Za vodou 14;Stará Ľubovňa;064 01;37872931;37872931;Základná škola;ZZav14SL;Za vodou 14;Stará Ľubovňa;06401;zszavodousl@mail.t-com.sk;710
119;Základná škola Jozefa Gregora Tajovského;J.G. Tajovského 1;Senec;903 01;None;;;;;;;;
120;Základná škola Fričovce;Fričovce 21;Fričovce;082 37;710062494;710062494;Základná škola;ZFri21PO;Fričovce 21;Fričovce;08237;zs.fricovce@centrum.sk;707
121;Gymnázium Ľudovíta Štúra 26;Ľudovíta Štúra 26;Michalovce;071 01;None;;;;;;;;
125;Stredná priemyselná škola stavebná Dušana Samuela Jurkoviča;Lomonosovova 7;Trnava;917 08;None;;;;;;;;
126;Základná škola Staničná 13;Staničná 13;Košice;040 01;31263089;31263089;Základná škola;ZSta13KE;Staničná 13;Košice-Juh;04001;zsstanicnake@zsstanicnake.sk;805
127;Základná škola sv. Vincenta;Nám. A. Hlinku 22;Ružomberok;034 01;None;;;;;;;;
128;Základná škola povýšenia svätého kríža;Smreková 38;Smižany;053 11;17151961;17151961;ZŠ Povýšenia sv. Kríža;ZSmr38SN;Smreková 38;Smižany;05311;zspsksmi@zspsksmi.sk;810
129;Základná škola, Nám. kpt. Nálepku 12, Drienov;Nám. kpt. Nálepku 12;Drienov;082 04;37876848;37876848;Základná škola;ZNam12PO;Nám. kpt. Nálepku 12;Drienov;08204;zsdrienov@pobox.sk;707
130;Gymnázium Alberta Einsteina;Einsteinova 35;Bratislava;852 03;605760;605760;Gymnázium A. Einsteina;GEin35BA;Einsteinova 35;Bratislava-Petržalka;85203;gymnazium@einsteinova.sk;105
131;Základná škola M. R. Štefánika;Haličská cesta 1191/8;Lučenec;984 03;35991593;35991593;Základná škola M.R.Š.;ZHali8LC;Haličská cesta 1191/8;Lučenec;98403;zsstefanikalc@gmail.com;606
132;Základná škola Sídlisko II;Sídlisko II 1336;Vranov nad Topľou;093 01;37873377;37873377;Základná škola;ZSidliVT;Sídlisko II. 1336;Vranov nad Topľou;09301;zssidlisko2vt@gmail.com;713
133;Základná škola s materskou školou Tovarné;Tovarné 173;Tovarné;094 01;37873351;37873351;Základná škola s MŠ;ZTo173VT;Tovarné 173;Tovarné;09401;bociantovarne@stonline.sk;713
135;Gymnázium B. S. Timravy;Haličská cesta 9;Lučenec;984 03;160687;160687;Gymnázium B.S.T.;GHali9LC;Haličská cesta 9;Lučenec;98403;skola@gbstlc.sk;606
136;Gymnázium Varšavská cesta 1;Varšavská cesta 1;Žilina;010 08;31914551;31914551;Gymnázium;GVars1ZA;Varšavská cesta 1;Žilina;01008;gymnazium@gvarza.edu.sk;511
137;Základná škola Radvanská 1;Radvanská 1;Banská Bystrica;974 05;52439666;52439666;Základná škola s MŠ;ZRadv1BB;Radvanská 1;Banská Bystrica;97405;zsradvan@stonline.sk;601
138;Základná škola SNP 1;SNP 1;Humenné;066 01;37876732;37876732;Základná škola;ZSNP11HE;SNP 1;Humenné;06601;skola@zssnphe.edu.sk;702
139;LEAF Academy;Sasinkova 13;Bratislava;811 08;None;;;;;;;;
140;Gymnázium Viliama Paulinyho-Tótha;Malá hora 3;Martin;036 01 ;160695;160695;Gymnázium V.Paulinyho T;GMala3MT;Malá hora 3;Martin;03601;office@gymmt.sk;506
141;Hants East Rural High School;2331 Highway 2;Milford Station;B0N 1Y0;None;;;;;;;;
142;Základná škola Veľká Ida;Parková 1;Veľká Ida;044 55;35544422;35544422;Základná škola;ZVelk1KS;Veľká Ida 1;Veľká Ida;04455;zsvelkaida@zsvelkaida.sk;806
144;Základná škola s materskou školou J. D. Matejovie;J. D. Matejovie 539;Liptovský Hrádok;033 01;37910485;37910485;Základná škola s MŠ;ZJD539LM;J. D. Matejovie 539;Liptovský Hrádok;03301;skola@zsmatejkalh.eu.sk;505
145;Základná škola Obchodná 5;Obchodná 5;Sečovce;078 01;35541202;35541202;Základná škola;ZObch5TV;Obchodná 5;Sečovce;07801;skola@zsobchodsec.edu.sk;811
146;Gymnázium sv. Františka;Hurbanova 44;Žilina;010 01;30222052;30222052;Gymnázium sv. Františka;GJMH44ZA;J. M. Hurbana 44;Žilina;01001;gsfzilina@gsf.sk;511
147;Gymnázium Konštantínova 2;Konštantínova 2;Prešov;080 01;161110;161110;Gymnázium;GKons2PO;Konštantínova 2;Prešov;08001;sekretariat@gymk2-po.vucpo.sk;707
148;Gymnázium Pavla Országha Hviezdoslava;Hviezdoslavova 20;Kežmarok;060 14;None;;;;;;;;
149;Gymnázium Senecká 2;Senecká 2;Pezinok;902 01;17050201;17050201;Gymnázium;GSene2PK;Senecká 2;Pezinok;90201;riaditel@gymsenpk.edu.sk;107
150;Piaristické gymnázium sv. Jozefa Kalazanského;Piaristická 6;Nitra;949 01;None;;;;;;;;
151;Gymnázium Vavrinca Benedikta Nedožerského;Matice slovenskej 16;Prievidza;971 01;None;;;;;;;;
152;Základná škola Lechkého;Ulica Jána Pavla II. 1;Košice;040 23;None;;;;;;;;
153;Technická akadémia Hviezdoslavova 6;Hviezdoslavova 6;Spišská Nová Ves;052 01;521663;521663;Technická akadémia;THvie6SN;Hviezdoslavova 6;Spišská Nová Ves;05201;skola@tasnv.sk;810
154;Základná škola, Krosnianska 4;Krosnianska 4;Košice;040 22;35546875;35546875;Základná škola;ZKros4KE;Krosnianska 4;Košice-Dargovských hrdino;04022;zs.k4ke@gmail.com;804
155;Bilingválne gymnázium Milana Hodžu;Komenského 215;Sučany;038 52;627844;627844;Bilingválne gymnázium;BKo215MT;Komenského 215;Sučany;03852;gbas@gbas.sk;506
156;Gymnázium Metodova 2;Metodova 2;Bratislava;821 08;42262488;42262488;Gymnázium;GMeto2BA;Metodova 2;Bratislava-Ružinov;82108;office@gmet.sk;102
157;Základná škola s materskou školou Dolné Vestenice;Ľudovíta Štúra 71/1;Dolné Vestenice;972 23;36126691;36126691;Základná škola s MŠ;ZLStu1PD;Ľ. Štúra 71/1;Dolné Vestenice;97223;zsvestenice@gmail.com;307
160;Piaristické gymnázium Jozefa Braneckého;Palackého 4;Trenčín;911 01;160458;160458;Gymnázium ĽudovítaŠtúra;G1maj2TN;1. mája 170/2;Trenčín;91135;vedenie@glstn.sk;309
161;Gymnázium sv. Tomáša Akvinského;Zbrojničná 3;Košice;040 01;None;;;;;;;;
162;Základná škola Komenského 12 Sobrance;Komenského 12;Sobrance;073 01;35545631;35545631;Základná škola;ZKom12SO;Komenského 12;Sobrance;07301;zssobrance.komenskeho12@post.sk;809
163;Gymnázium Školská 7;Školská 7;Spišská Nová Ves;052 01;161195;161195;Gymnázium;GSkol7SN;Školská 7;Spišská Nová Ves;05201;skola@gymsnv.sk;810
164;Spojená škola Kollárova 17;Kollárova 17;Sečovce;078 01;35568356;35568356;Spojená škola;SKol17TV;Kollárova 17;Sečovce;07801;sekretariat@gdusecovce.sk;811
165;Súkromné gymnázium Katkin park 2;Katkin park 2;Košice;04011;35562986;35562986;Súkromné gymnázium;SKatk2KE;Katkin park 2;Košice-Západ;04011;sekretariat@sgcr.sk;803
166;Základná škola Bytča;Mieru 1235;Bytča;014 01;None;;;;;;;;
167;Základná škola s materskou školou Kokava nad Rimavicou;Štúrova 70;Kokava nad Rimavicou;985 05;37831542;37831542;Základná škola s MŠ;ZStu70PT;Štúrova 70;Kokava nad Rimavicou;98505;zssmskokava@gmail.com;607
168;Súkromná zakladná škola Bajkalská 20;Bajkalská 20;Bratislava;821 08;None;;;;;;;;
169;Základná škola s materskou školou Komenského 32;Komenského 279/32;Dolný Kubín;026 01;37808761;37808761;Základná škola s MŠ;ZKom32DK;Komenského 279/32;Dolný Kubín;02601;sekretariat@zskomdk.sk;503
170;Gymnázium Jána Chalupku;Štúrova 890/13;Brezno;977 01;160547;160547;Gymnázium J.CH.;GStu13BR;Štúrova 13;Brezno;97718;skola@gymbrezno.edu.sk;603
171;Spojená škola;Medvedzie 133/1;Tvrdošín;027 44;161519;161519;Spojená škola;SSidl1TS;Sídl. Medvedzie I. 133/1;Tvrdošín;02744;sekretariat@sstv.sk;510
172;Základná škola F. Kráľa;Fraňa Kráľa 838;Žarnovica;966 81;37831852;37831852;Základná škola;ZFr838ZC;Fraňa Kráľa 838;Žarnovica;96681;skola@zskralazc.edu.sk;612
173;Gymnázium M. M. Hodžu;Hodžova 9;Liptovský Mikuláš;031 36;160679;160679;Gymnázium M. M. Hodžu;GMMHo9LM;M. M. Hodžu 860/9;Liptovský Mikuláš;03136;school@gymlm.sk;505
174;Základná škola s materskou školou Andreja Kubinu 34;Andreja Kubinu 34;Trnava;917 01;36080543;36080543;Základná škola s MŠ;ZAnd34TT;Andreja Kubinu 34;Trnava;91701;zskubinu@pobox.sk;207
175;Základná škola Važecká 11;Važecká 11;Prešov;080 01;37877208;37877208;Základná škola;ZVaz11PO;Važecká 11;Prešov;08005;zsvazecka@gmail.com;707
176;Spojená škola Tvrdošín;Medvedzie 133/1;Tvrdošín;027 44 ;161519;161519;Spojená škola;SSidl1TS;Sídl. Medvedzie I. 133/1;Tvrdošín;02744;sekretariat@sstv.sk;510
177;Evanjelická základná škola Zlatice Oravcovej;Daxnerova 42;Rimavská Sobota;979 01;37955942;37955942;Evanj.základná škola;EDax42RS;Daxnerova 42;Rimavská Sobota;97901;eskola@rsnet.sk;609
178;Cirkevná základná škola s materskou školou bl. Pavla Petra Gojdiča;Bernolákova 21;Prešov;080 01;42090741;42090741;Cirkevná ZŠ s MŠ;CBer21PO;Bernolákova 21;Prešov;08001;czsgojdic@gojdic.eu;707
179;Základná škola s materskou školou M. R. Štefánika;Budimír 11;Budimír;044 43;31953271;31953271;Základná škola s MŠ;ZBud11KS;Budimír 11;Budimír;04443;riaditel.zsbudimir@gmail.com;806
180;Základná škola Grundschule;Hradné námestie 38;Kežmarok;060 01;36158976;36158976;Základná škola;ZHra38KK;Hradné námestie 38;Kežmarok;06011;skola@zshradnekk.edu.sk;703
181;Základná škola akademika J. Hronca;Zakarpatská 12;Rožňava;048 01;35543663;35543663;Základná škola;ZZak12RV;Zakarpatská 12;Rožňava;04801;skola@zszakarpatskav.edu.sk;808
182;Základná škola Československej armády 22;Československej armády 22;Prešov;080 01;36159042;36159042;Základná škola;ZCes22PO;Československej armády 22;Prešov;08001;zscslarmady@gmail.com;707
183;Stredná priemyselná škola Martin;Novomeského 5/24;Martin;036 36;None;;;;;;;;
184;Základná škola Jána Hollého;Hollého 48;Šaľa;927 05;31872026;31872026;Základná škola;ZHol48SA;Hollého 1950/48;Šaľa;92705;director@zshollehosala.sk;405
186;Gymnázium Lipany;Komenského 13;Lipany;082 71;161047;161047;Gymnázium;GKom13SB;Komenského 13;Lipany;08271;skola@gymlipany.edu.sk;708
187;Základná škola Komenského 6 Sobrance;Komenského 6;Sobrance;07301;35545623;35545623;Základná škola;ZKome6SO;Komenského 6;Sobrance;07301;1zs@zskom6so.edu.sk;809
188;Zakladná škola s materskou školou Angely Merici;Halenárska 45;Trnava;917 01;17643902;17643902;ZŠ s MŠ Angely Merici;ZHal45TT;Halenárska 45;Trnava;91701;zsmsangelymerici@gmail.com;207
189;Základná škola Kubranská 80;Kubranská 80;Trenčín;91101;31201431;31201431;Základná škola;ZKub80TN;Kubranská 80;Trenčín;91101;zskubranska80@gmail.com;309
